ID,English,词性,日文释义,中文翻译,英文例句,例句日文,例句中文,熟语/搭配,重要度,复习次数,错误次数,出现频率,反义词,反义词日语翻译,近义词,近义词日语翻译
1294,work for ~,熟语,〜で働く,为……工作；在……工作,I am very lucky to have a chance to work for this company.,私はこの会社で働く機会を得てとても幸運だ。,能有机会在这家公司工作，我非常幸运。,work for this company,A,0,0,,,,,
1295,would like A to do,熟语,Aに〜してもらいたい,想让A做……,"Ladies and gentlemen, I would like you to listen to my opinion.",皆さん、私の意見を皆さんに聞いていただきたいのですが。,各位，我想请大家听听我的意见。,would like someone to do,A,0,0,,,,,
1296,A and so on [forth],熟语,Aなど,A等等；诸如此类,"She told her son to buy notebooks, pencils, erasers, and so on.",彼女は息子にノートや鉛筆、消しゴムなどを買うように言った。,她告诉儿子去买笔记本、铅笔、橡皮等。,and so on,A,0,0,,,,,
1297,a bunch of ~,熟语,一束の〜；一房の〜,一束；一串；一房；一堆,I would prefer a bunch of bananas to a bunch of flowers.,私は花束よりも一房のバナナの方がよい。,比起一束花，我更想要一串香蕉。,a bunch of bananas,A,0,0,,,,,
1298,a great [good] deal of ~,熟语,大量の〜,大量的……,He needed a great deal of money to buy that new car.,彼はその新車を買うために多額のお金を必要とした。,他需要很多钱来买那辆新车。,a great deal of money,A,0,0,,,,,
1299,above all,熟语,何よりもまず；とりわけ,最重要的是；首先；尤其是,"When you make a calculation, above all, accuracy is important.",計算をする際には、何よりもまず正確さが大切だ。,进行计算时，最重要的是准确性。,above all,A,0,0,,,,,
1300,across from ~,熟语,〜の真向かいに；〜の向こう側に,在……正对面；在……对面,The CD shop is just across from the hospital.,そのCDショップは病院のちょうど真向かいにある。,那家CD店就在医院的正对面。,across from the hospital,A,0,0,,,,,
1301,after all,熟语,結局（は）（= in the end）,终究；毕竟；结果还是,"I tried to pass the driver's license test many times, but failed after all.",私は何度も運転免許の試験に挑戦したが、結局だめだった。,我多次尝试通过驾照考试，但最后还是失败了。,after all,A,0,0,,,,,
1302,ahead of ~,熟语,〜に先立って；〜の前に,在……之前；领先于……,George graduated from college two years ahead of me.,ジョージは私より2年先に大学を卒業した。,乔治比我早两年大学毕业。,ahead of me,A,0,0,,,,,
1303,all at once,熟语,"突然に；不意に（= suddenly, all of a sudden）",突然；一下子,All at once the wind began to blow very hard.,突然、風がとても激しく吹き始めた。,突然，风开始猛烈地吹起来。,all at once,A,0,0,,,,,
1304,all of a sudden,熟语,"突然に；不意に（= suddenly, all at once）",突然；冷不防,All of a sudden a fire broke out in the movie theater.,突然、映画館で火事が起きた。,突然，电影院发生了火灾。,all of a sudden,A,0,0,,,,,
1305,all the time,熟语,いつでも；その間ずっと,一直；总是；始终,Now Kathy enjoys Japanese food all the time.,今やキャシーはいつも日本食を楽しんでいる。,现在Kathy总是很喜欢吃日本料理。,all the time,A,0,0,,,,,
1306,all (the) year round [around],熟语,年中,全年；一年到头,The house where the writer was born is open to the public all (the) year round.,その作家の生家は1年中、一般公開されている。,那位作家的出生故居全年向公众开放。,all year round,A,0,0,,,,,
1307,apart from ~,熟语,〜は別にして,除了……之外；暂且不说……,"Apart from some grammatical mistakes, his composition was excellent.",2、3の文法的な誤りは別にして、彼の作文は素晴らしかった。,除了一些语法错误之外，他的作文非常优秀。,apart from grammatical mistakes,A,0,0,,,,,
1308,as ~ as ever,熟语,相変わらず〜,和以往一样……；依然……,It appears the villagers are as poor as ever.,村人たちは相変わらず貧しいようだ。,村民们似乎仍然和以前一样贫穷。,as poor as ever,A,0,0,,,,,
1309,"as far as I know, ...",熟语,私の知っている限りでは、…,据我所知……,"As far as I know, he lives near the center.",私の知っている限りでは、彼は中心街の近くに住んでいる。,据我所知，他住在市中心附近。,as far as I know,A,0,0,,,,,
1310,as long as ...,熟语,〜する限り,只要……；只要条件是……,Any book will do as long as it is interesting.,面白ければ、どんな本でもよい。,只要有趣，什么书都可以。,as long as it is interesting,A,0,0,,,,,
1311,as well,熟语,"もまた（= too, also）",也；同样,There are such search-and-rescue teams in Japan as well.,日本にもまたそのような捜索救助隊がある。,日本也有这样的搜救队。,as well,A,0,0,,,,,
1312,at (the) most,熟语,せいぜい；最大でも（⇔ at least）,最多；至多,"If you buy the computer from that store, it will cost $500 at (the) most.",そのコンピューターはあの店で買えば、せいぜい500ドルだろう。,如果在那家店买这台电脑，最多也就500美元。,at the most,A,0,0,,,,,
1313,be about to do,熟语,まさに〜するところである,正要做……；即将……,Anne was about to leave the house when the phone began ringing.,電話が鳴り始めたとき、アンはちょうど外出するところだった。,电话响起来时，Anne正要出门。,be about to leave,A,0,0,,,,,
1314,be at a loss,熟语,途方に暮れる,不知所措；茫然,"When I first went to Paris, I was at a loss what to do.",初めてパリに行ったとき、私は何をしたらよいか途方に暮れた。,我第一次去巴黎时，不知道该怎么办。,be at a loss,A,0,0,,,,,
1315,be aware of ~,熟语,〜に気づいている；〜を意識している,意识到……；知道……,A lot of people are aware of the need for recycling.,多くの人々がリサイクルの必要性に気づいている。,许多人意识到了回收利用的必要性。,be aware of the need,A,0,0,,,,,
1316,be busy doing,熟语,〜するのに忙しい,忙于做……,At this time of the year the farmers are busy working in the fields.,1年の今ごろの時期は、農家の人たちは畑仕事に忙しい。,每年这个时候，农民们都忙着在田里干活。,be busy working,A,0,0,,,,,
1317,be certain to do,熟语,確かに〜する；必ず〜する,一定会……；务必……,Please be certain to feed the dog twice a day while I'm away.,私の留守中、必ず1日に2回、犬に餌を与えてください。,我不在的时候，请务必每天给狗喂两次食。,be certain to feed,A,0,0,,,,,
1318,be connected with ~,熟语,〜と関係がある,与……有关,The spread of the disease might be connected with eating beef.,その病気のまん延は牛肉を食べることと関係があるかもしれない。,这种疾病的传播可能与吃牛肉有关。,be connected with eating beef,A,0,0,,,,,
1319,be disappointed with [at] ~,熟语,〜にがっかりする,对……感到失望,Bob was disappointed with the result of his mathematics test.,ボブは数学のテストの結果にがっかりした。,Bob对数学考试的结果感到失望。,be disappointed with the result,A,0,0,,,,,
1320,be expected to do,熟语,〜するよう期待される；〜するものとされる,被期待做……；被要求做……,American students are expected to take an active part in lessons.,アメリカの学生は授業に積極的に参加することを求められる。,美国学生被要求积极参与课堂。,be expected to take part,A,0,0,,,,,
1321,be forced to do,熟语,〜するように強いられる,被迫做……；不得不做……,I'm not sure why they were forced to close the restaurant.,私は、どうして彼らがレストランを閉店せざるを得なかったのか、よく知らない。,我不太清楚他们为什么被迫关闭那家餐厅。,be forced to close,A,0,0,,,,,
1322,be impressed with ~,熟语,〜に感銘を受ける,对……印象深刻；被……感动,"Whenever I visited the island, I was impressed with the beauty of its nature.",その島を訪れるたびに、私は自然の美しさに感銘を受けた。,每次去那座岛，我都会被它自然的美所打动。,be impressed with the beauty,A,0,0,,,,,
1323,be in contact with ~,熟语,〜と連絡を取っている；〜と接触している,与……保持联系；接触……,Have you been in contact with Mr. White recently?,最近、ホワイトさんと連絡を取っていますか。,你最近和White先生联系过吗？,be in contact with,A,0,0,,,,,
1324,be in danger,熟语,危険にさらされている,处于危险中,The soldiers were always in danger of losing their lives.,兵士たちは常に命を落とす危険にさらされていた。,士兵们一直面临失去生命的危险。,be in danger of losing,A,0,0,,,,,
